Id,Category
75211,57
75212,57
71201,33
76670,57
76671,24
101381,33
98101,1
174080,2
133972,33
161552,20
181711,1
108262,33
87422,57
111272,57
75190,28
157950,10
72680,57
72681,28
71460,57
28590,57
105652,57
1500,57
167152,33
65371,33
122292,33
45891,17
165461,33
16571,33
31732,57
114420,33
167291,33
58340,4
138971,33
189000,45
152580,33
78000,33
2211,2
162671,57
44280,26
45570,2
115661,33
162830,33
162831,33
86131,57
181120,2
167530,30
46761,57
173642,3
10801,57
99930,33
33850,57
115061,33
41482,33
178750,33
4562,57
93972,11
134061,33
56681,57
188690,57
190612,33
33080,39
51601,33
157552,57
67620,33
58821,2
66271,57
117162,55
169230,57
40011,20
113992,18
80671,53
151100,4
54681,40
60400,44
5181,43
10611,49
48261,1
197611,57
50720,40
66791,1
39441,22
193830,54
95090,57
95092,57
118682,44
149611,57
120091,33
87550,18
121792,1
124862,49
2082,2
171222,33
68262,1
123390,43
6081,39
37731,33
98451,34
137502,57
51900,34
51901,2
113120,20
113121,57
127432,21
126281,1
5221,57
158362,57
131072,21
149921,33
96271,57
106622,43
92702,2
73402,57
159321,37
171530,2
121640,57
121641,57
16431,21
180831,49
91801,57
161310,57
161311,30
39981,33
198231,2
33342,57
89100,57
123402,34
31750,39
193100,2
197952,45
106580,57
106582,57
72490,57
25232,18
64702,3
176500,1
185701,1
140612,2
127631,57
56461,3
102371,57
169460,43
52610,57
116372,53
55921,57
85231,27
18981,12
1760,1
192772,2
168312,39
181751,33
142702,2
161102,39
168520,57
94792,57
25010,10
158800,33
158802,1
22381,57
47481,57
30991,57
163492,56
31371,33
18400,33
3862,2
49390,1
49391,1
121261,33
35261,33
181371,57
9721,13
74921,33
172520,57
27340,57
48242,18
12012,33
46652,2
108521,33
144480,57
91772,18
41422,53
59872,57
181810,18
59291,37
51390,33
164190,2
195090,29
195091,33
39052,2
166682,8
131340,39
27352,33
108811,33
66622,39
8581,33
34060,57
87612,21
170970,38
170972,57
94512,57
173261,57
173262,39
96961,33
78770,22
137250,43
58930,57
59842,33
92121,54
181541,2
39312,15
39310,39
42611,2
24642,57
4540,43
85461,1
64862,57
58290,33
181270,37
19122,21
111022,40
41851,57
153800,36
83102,57
47322,33
170872,4
28460,57
15341,2
40591,28
40802,57
119040,2
35660,44
35661,2
79942,41
6911,57
64041,40
125152,57
45431,33
115560,33
132160,57
191972,33
81682,57
176132,33
86732,1
59411,39
20930,57
112721,33
147930,15
169440,17
60120,57
50092,22
164502,33
126570,36
123271,33
80121,13
13752,21
13750,33
113242,57
154810,57
95702,1
140432,33
130542,33
39500,2
196462,57
138260,3
143202,33
160701,33
88221,57
88222,22
8432,57
166470,3
19531,57
48430,4
165550,11
149562,51
130392,53
110672,2
182770,33
181021,57
168012,39
24141,57
166250,40
181990,28
134072,2
68220,39
128012,35
126091,33
92982,2
73732,33
81560,57
81562,27
25831,50
81970,53
91681,23
93670,3
6770,57
156641,57
180180,57
193672,43
102140,33
44062,53
88951,57
190501,39
190502,22
63801,2
87510,17
87511,2
105661,39
66230,20
17101,57
174001,3
148760,57
148762,57
143400,57
183062,2
109520,57
109340,2
194650,57
160480,2
90272,2
86081,44
77942,29
194350,33
96750,2
110342,57
103492,57
121271,53
61481,57
73850,33
76882,57
159411,33
25492,46
106250,43
151391,57
73181,36
108320,57
135042,57
104720,57
87162,33
71341,57
28110,39
115542,33
113372,57
73982,2
148420,33
149841,2
73920,34
170601,57
33622,3
161530,39
20642,2
117380,33
71431,22
72240,33
111750,37
66241,2
194932,57
41801,2
7322,57
52411,33
52412,33
166521,57
166522,33
103861,57
78360,17
91601,57
100170,33
162290,33
120562,57
56552,2
117080,1
117082,57
192070,1
149350,20
183541,3
195102,20
124752,45
14011,13
26351,53
141070,14
2292,8
78942,0
45940,57
190450,28
49672,57
104330,57
116201,17
18311,56
199100,39
8802,33
125522,57
117531,33
39190,33
39191,33
8822,33
161131,1
183230,46
96781,39
60590,37
98201,39
152320,0
80102,57
92941,33
40,43
42,33
9192,39
56321,33
156182,57
4881,2
177182,4
132432,11
112312,10
148062,9
164601,54
6432,17
176381,57
49522,3
110111,22
55741,57
19241,4
35911,57
8312,2
150580,2
150582,33
193201,13
86310,2
196142,57
901,12
902,57
4170,2
33590,57
86991,1
169721,57
163592,2
23141,15
39220,18
37331,57
144592,39
177512,3
180561,18
87802,55
158611,33
56070,44
100722,57
87682,33
64030,36
179600,3
155291,56
181282,33
120001,57
77142,33
96142,13
143951,57
54812,53
181630,17
181631,57
107110,57
149502,27
199902,57
96871,57
98641,57
152640,54
152641,2
141600,1
42292,33
164092,33
143021,18
100310,33
143732,57
98591,33
150512,53
174991,53
193501,33
27400,57
112251,34
119472,8
119470,2
25002,2
147332,13
114760,57
115880,1
149822,57
82061,20
112960,39
112961,48
56120,30
24822,49
171421,33
141451,57
44970,2
86561,57
173741,39
173742,57
29271,57
10990,33
82231,2
53271,17
128602,57
52811,57
53292,33
16580,57
98352,57
22810,33
47882,3
139631,57
180130,57
67852,33
136872,33
185331,0
121222,57
95200,57
125212,20
68640,33
29622,57
64182,57
76712,57
178182,57
16321,2
84041,2
190022,1
161161,20
19722,39
34151,43
180952,33
176632,2
176631,57
106350,57
113821,46
104852,57
114132,57
158111,0
140321,57
161882,48
152250,22
152251,56
111161,40
11971,57
187940,1
48830,33
36170,57
82751,57
28661,33
152660,3
97972,33
173950,33
31200,33
133990,3
39111,57
179421,2
54782,1
33940,57
33942,33
143532,41
36321,35
24870,1
155102,53
5900,57
74592,33
85590,3
23862,53
34481,1
54851,33
103321,57
103322,3
31150,25
88362,57
144752,57
76441,33
115891,50
62561,40
62032,57
96321,57
68550,57
10932,57
10260,2
10261,33
28792,57
88641,49
155041,57
105092,31
161372,33
381,53
12601,33
60850,57
129790,33
48962,33
132222,53
164312,57
164310,2
59092,33
189311,33
21471,33
90892,57
178810,33
178811,57
96280,21
23302,57
65651,33
47381,2
27292,57
36781,57
36782,22
196222,57
138090,22
150821,6
139461,57
120112,11
42152,33
125831,44
41391,57
188341,53
111071,57
54060,33
150432,57
97222,57
184031,33
125581,27
103801,1
10171,57
105132,57
178640,57
55861,2
79722,57
60260,20
60262,2
167452,57
27080,1
144060,57
109471,1
126062,28
36831,57
115480,2
23950,13
50781,38
90661,33
184622,2
39680,57
170392,53
9222,1
20271,57
53160,57
34942,2
55510,11
106612,2
174681,33
196991,2
88561,2
37002,2
138881,4
86502,2
71672,1
156302,33
152940,2
158901,33
126100,33
112921,1
151772,29
63982,52
93851,11
8272,33
12531,13
58502,2
130642,21
177220,40
68101,53
71980,19
137522,2
175551,57
25472,2
25470,22
190870,2
112000,57
112001,2
82420,53
47850,2
87701,57
91831,45
53351,17
14422,33
104280,39
122101,57
196610,2
137372,3
18731,28
97562,33
111630,21
150330,33
138771,33
138772,57
15931,39
141632,34
141630,2
45222,29
23112,1
23111,33
98340,55
11450,39
93551,57
14111,37
191632,33
148951,21
111891,2
105461,53
197921,57
121962,1
118012,53
177831,17
168222,53
62021,33
148272,33
131981,18
89890,57
139562,4
62491,17
141752,18
169141,1
23281,33
89932,21
106592,2
176972,1
106340,57
52151,33
28702,57
22730,1
178831,57
141202,49
18430,44
18431,2
153861,57
197992,2
197990,57
147290,57
185072,40
46140,33
61630,53
163182,43
39011,2
106081,57
50930,11
158430,1
70621,33
191761,1
22241,36
138860,29
49770,2
49772,57
73911,57
93561,57
39690,57
89272,4
89271,45
123641,33
44772,17
125310,33
51160,2
91702,22
179401,53
94051,2
116362,57
75892,39
19852,53
59850,33
87112,57
185891,33
150151,37
135761,44
135762,33
96221,55
191391,39
136260,1
90922,6
14941,29
99530,2
143912,57
76281,2
145861,57
117270,57
5731,53
35632,56
45161,40
41782,33
26591,57
89011,57
143751,33
111670,33
38591,23
131210,57
93680,33
29921,27
133131,21
2440,18
18660,57
132722,57
84611,0
106670,55
106671,53
110850,57
82051,3
127041,3
183402,57
183282,57
159000,53
126702,2
47961,44
47962,2
125592,57
126860,14
79800,3
169992,3
43962,12
24922,2
94750,53
179300,57
179301,33
151372,2
98872,4
13432,28
36400,18
195000,12
162992,57
54021,57
183212,11
92460,33
92461,22
44961,47
91160,33
184350,57
55002,33
188432,45
172212,33
91090,55
132251,2
132252,39
36970,33
36972,2
55391,2
190392,33
59680,57
187831,57
30380,57
185432,1
115952,39
991,32
115160,28
43931,13
99362,2
8961,1
10950,30
91040,57
39231,33
117580,57
14102,55
212,57
149100,57
149102,13
8790,57
11310,57
20982,57
18382,3
195040,56
18852,57
18190,17
132531,39
196701,33
191872,10
65722,33
148940,39
118552,57
181860,33
75081,57
114561,1
144102,33
175372,43
118101,2
122462,2
68050,57
45110,33
195962,33
190792,39
700,2
34162,2
162721,2
75531,57
159570,18
150142,57
1652,2
104950,53
19102,33
97411,43
182351,56
25872,8
22202,25
158932,53
18882,1
9650,37
125911,3
165330,57
146241,53
69081,39
69082,33
172371,39
181911,2
155120,36
119771,2
119772,21
15562,33
165041,39
93581,2
169941,3
168072,33
168020,1
161771,33
80452,40
27722,20
14621,33
118421,2
164462,57
152502,57
38391,33
72602,57
91002,39
176782,33
181031,35
49711,57
175131,2
92721,53
150171,22
72032,32
57562,33
193530,33
82662,33
153091,57
63430,57
75150,57
122541,57
4691,57
182841,2
182622,2
116321,28
79730,57
78050,57
81282,33
83551,57
40181,57
176932,53
7922,57
6800,55
127722,41
51961,57
35760,46
7630,24
143830,50
166302,33
80181,33
81980,33
81982,33
176310,17
29950,2
111622,20
81751,33
22510,18
110470,1
143651,30
106971,57
161151,19
43300,1
15740,57
15741,57
102561,43
130121,57
122630,56
20230,57
53590,11
170790,28
128081,57
195660,57
28092,5
175970,2
175971,10
175972,33
16541,33
81211,2
163012,33
99882,33
167432,53
8600,2
150991,57
121890,33
121891,33
181002,2
31771,17
70872,11
173512,2
189320,57
55301,33
34971,33
161250,33
186551,57
21002,10
20461,33
113442,33
94842,57
131672,33
3442,2
61770,33
171352,22
116660,57
127900,53
107640,2
125232,57
148570,33
127030,33
131390,14
195051,2
195052,53
104022,57
195221,56
145460,57
99160,1
7991,2
86970,4
76391,28
57401,54
183292,53
93481,1
166840,57
187442,57
52751,57
114392,1
141280,43
141282,46
100061,57
186690,57
183701,43
4120,57
34240,33
34241,20
59191,48
126472,2
126471,33
130461,57
168260,56
43021,39
43022,18
104882,33
152992,57
25051,33
25052,57
48890,18
169410,33
161891,2
165070,33
7231,33
199072,57
199071,57
41681,2
47242,0
26902,33
70992,57
167491,33
167492,33
66712,57
77000,46
157260,57
157261,57
79061,57
197840,2
199841,3
199842,3
197592,33
43140,33
59640,3
172980,33
34872,8
3430,53
86680,33
58722,39
126940,1
170821,1
121060,33
187930,33
146870,57
124542,57
119100,1
291,22
169662,57
44132,57
12411,57
135992,13
36501,2
87540,2
174111,0
104622,2
68431,57
87891,55
118361,33
99050,57
103522,22
20301,3
101062,33
195502,2
66932,57
166782,57
108841,57
81490,39
13541,17
75321,14
75322,57
133071,33
190730,33
65140,9
125762,17
175062,33
3780,57
3782,33
67361,33
13412,2
7701,43
124912,57
57732,12
193442,57
182872,53
35000,55
73172,57
198881,57
84252,33
36481,57
3791,18
91762,2
125612,33
18971,33
51011,9
23151,57
1201,57
82091,2
195381,54
7840,2
146171,53
64550,44
161461,57
59881,2
82842,33
25860,57
193341,2
48970,43
89522,1
180402,33
37622,2
100821,33
20,14
147301,33
171281,44
144631,17
54272,39
12162,33
164632,29
15810,30
136710,57
117410,39
48151,53
154622,33
125251,57
125252,8
131021,57
40671,39
129292,2
93151,7
48021,39
106961,22
138752,57
98602,33
122112,57
122110,2
141911,17
134600,57
198101,2
33400,34
51352,57
120770,18
120771,57
18492,57
131320,39
62072,57
146962,33
46950,33
108052,33
151262,33
142532,33
17682,33
129752,33
46930,2
131622,33
145610,57
180330,2
116562,57
5352,43
151801,18
46922,57
62302,33
75310,57
175802,33
195390,57
112512,53
51382,57
60960,33
116980,49
194921,48
23601,57
134341,57
19601,57
139470,57
170231,57
125661,57
99610,28
16080,20
126820,18
32811,57
75432,57
12620,57
118140,3
9392,33
16681,2
104142,17
195422,2
64650,33
139822,21
106571,2
128911,57
75650,57
166161,43
37412,57
101962,39
84470,53
64491,57
77201,39
195510,33
119901,57
146182,1
24262,33
180972,2
134291,57
74770,57
41341,33
193320,46
38640,54
184281,53
144162,33
162730,33
28912,33
123311,17
71892,2
3140,57
169501,57
194241,57
194751,33
73872,57
73870,33
108912,57
116412,33
197062,33
61361,57
81950,2
153042,57
124991,2
19412,57
62082,57
70892,2
194051,2
105480,10
6440,2
6442,33
43412,2
157882,33
181601,57
26730,33
1112,3
45291,39
70340,1
32230,2
63422,57
70061,57
5092,26
51472,17
22271,39
151472,33
31472,33
18620,2
103660,44
113071,39
3710,2
47060,17
102712,1
132440,4
33092,57
63361,33
148452,57
191921,33
79070,10
43861,43
117122,2
139852,33
15952,9
91102,27
3502,4
60980,2
90830,3
25990,35
122521,1
25170,33
146112,53
65631,29
29601,30
95310,39
77161,33
193761,57
8731,57
129520,2
116830,33
120022,33
29392,2
3931,33
48502,21
40841,1
194980,19
194981,39
13522,13
4851,3
85110,26
141762,30
154911,57
161601,57
31872,21
26541,2
108371,2
112801,40
1672,50
40292,57
178601,0
36792,10
129861,33
2240,33
2241,33
186112,2
50011,1
36770,3
190030,22
43651,57
75252,57
186031,57
117241,33
157141,39
164150,2
78262,56
75011,1
100080,33
160922,27
133161,39
176291,57
176292,57
15582,33
106221,2
138381,33
163130,57
163132,33
91140,2
91141,57
179552,33
121921,57
101482,1
147651,1
4041,8
22762,4
195592,33
67151,39
189340,53
169920,1
169921,33
107391,33
78641,57
67082,57
142610,57
142611,17
83721,33
168090,56
168092,1
213580,15
213221,33
252480,57
252481,57
268171,57
284922,33
294032,33
215470,33
254592,57
220561,20
233011,33
229370,22
220600,4
233590,17
275331,2
212412,33
293821,57
201200,33
210722,28
266670,53
256860,13
276441,43
228042,45
230912,57
263911,33
213030,2
232050,9
232051,2
244020,21
207360,2
232920,1
232922,57
251821,57
237852,33
264001,53
200451,39
280331,2
289720,33
215711,33
268282,2
264072,1
207510,43
207511,33
200891,54
222290,1
276091,2
280400,0
217422,57
250710,53
265252,57
294472,57
279342,33
255411,17
267331,3
222912,57
290481,13
292292,33
205342,1
202911,41
244040,22
259021,57
219841,33
219842,2
288242,57
243822,1
272510,4
285680,57
270432,5
232381,57
266660,57
228082,33
236010,2
296451,57
237291,1
299270,1
233721,1
214200,57
260352,33
256880,33
202321,18
235762,57
299330,57
230732,33
294612,55
221180,33
221181,33
218052,57
272082,48
298731,36
244920,33
275772,2
296360,56
212212,33
294561,57
201010,57
210241,33
284671,2
296000,57
252892,33
244462,56
262350,57
279460,57
238651,44
210272,2
264432,27
264431,2
260252,33
298821,39
215422,33
276162,57
210832,1
210831,57
212581,2
254891,2
282371,57
201210,2
271311,1
252980,57
294922,33
245411,33
233681,33
270832,2
270830,53
207092,57
284200,1
237440,52
291872,2
289122,49
286260,2
226311,57
277750,57
227530,1
293600,8
234711,39
299010,57
228032,13
271580,55
203021,2
209231,22
258232,39
224120,2
224121,33
206352,2
231682,17
290300,57
230761,35
209761,33
234162,53
219561,57
273531,44
265771,18
287852,0
223042,2
257492,33
213882,3
256331,57
290662,11
209822,33
279711,1
249960,57
249962,17
223220,39
284741,33
230742,57
249372,33
292110,17
251160,55
213811,33
216060,57
281671,33
254580,56
227211,57
259841,20
290610,32
244120,57
280571,3
242381,1
266980,57
260561,33
242090,13
226362,14
290001,3
258291,57
294090,56
295870,2
222221,57
291760,57
239890,57
239891,57
253101,57
243641,57
287500,57
263292,39
203710,33
228050,39
203002,2
229112,33
200931,2
281991,33
212960,2
241351,2
272451,37
213332,57
205162,22
288800,3
253620,33
269112,33
269111,13
213652,57
251291,39
280960,33
261432,57
244002,57
218442,57
257872,33
248012,55
245821,2
254191,57
237752,39
272122,33
208292,2
231942,57
291851,39
280321,57
259292,48
282590,57
297070,57
223160,14
205172,2
222520,33
222521,57
205791,2
247540,2
248460,57
222821,57
222822,33
279792,21
232420,57
232421,57
216241,33
224191,33
205422,57
245611,21
231712,57
211251,33
282552,33
221642,57
266680,33
240300,34
286891,2
286892,20
271180,57
213462,39
291460,21
291461,56
291462,2
208960,57
286681,1
274562,21
285121,33
293311,1
212612,33
243371,1
283730,43
283732,15
216972,57
208791,57
261561,15
271370,57
210592,57
296160,33
296162,33
251941,57
225791,20
262022,57
206500,11
218372,20
253760,4
238180,2
211160,14
223812,56
279250,2
233901,20
275071,9
227750,1
203672,57
291400,21
291250,56
280202,33
279262,36
290560,33
290561,42
263530,29
259631,33
269862,13
218142,57
231991,33
262832,2
262380,33
227770,56
227771,33
202700,36
293960,54
207722,57
241101,33
237232,57
275920,57
293970,33
293971,33
282301,33
273951,2
220081,55
211092,57
289500,33
204542,39
214230,33
274870,57
240490,33
218491,2
251382,57
257980,2
254922,33
218890,2
247892,57
297572,57
206312,57
217062,2
268601,33
223150,1
278321,27
252840,33
207571,57
201390,1
240360,57
231802,57
273430,57
282091,1
256661,33
290622,57
203401,33
215230,10
231512,21
284862,33
277101,44
276051,57
276052,22
217262,57
214410,53
249420,57
279872,33
221491,57
221492,1
245500,1
206792,33
258221,33
289201,17
257132,33
233612,57
296092,13
294202,57
218192,39
278761,1
297351,33
276960,57
211301,39
213432,2
213430,57
287762,3
263612,33
222661,2
250731,33
238560,1
256602,33
207160,57
207162,57
284792,57
206321,1
228840,16
283490,33
236042,27
288571,33
259982,33
247620,33
247622,2
224621,57
214670,57
266190,4
211132,18
297342,57
207010,57
247681,57
287531,53
285001,3
297480,33
217091,57
214381,57
214382,57
299582,57
204350,39
208130,39
249690,40
265590,2
251502,1
222880,57
289242,57
299642,57
268191,57
243561,57
297871,18
205150,57
248852,2
211112,30
238071,33
214042,6
266382,2
233481,3
233482,2
215382,57
216951,21
295321,3
232950,11
212302,2
231352,21
221092,2
204910,43
294932,57
232391,27
276471,13
292942,43
257522,2
224492,33
251200,57
239930,33
227920,33
240221,57
289030,57
292400,57
280840,2
256521,2
260181,14
238832,50
238831,57
226092,57
275302,33
287401,39
201291,37
220032,33
230012,57
236981,57
288292,33
231402,13
213510,57
209372,57
219660,32
295161,57
233182,2
262741,57
297951,1
200490,57
271091,57
244152,1
234152,43
201372,48
284981,33
226440,27
228442,57
219590,33
227411,2
295981,2
201321,14
223920,14
270471,33
275100,57
257351,17
239970,57
239972,33
212830,33
240212,57
227472,53
286580,54
231132,37
236191,57
251930,22
251931,21
202552,57
202852,1
280090,2
272742,49
296130,50
222670,33
214502,57
283442,56
207931,33
253240,53
270371,30
200592,57
247571,2
201092,11
267312,33
247171,33
259432,33
270002,57
266891,43
210151,39
215200,18
271932,33
285431,53
288402,33
275020,57
260142,53
292840,55
292842,57
260640,16
260641,57
244780,33
289742,2
274851,2
274852,50
216422,1
247342,33
200372,39
276830,33
237302,57
283060,57
283062,57
216012,57
237682,57
214622,41
288952,33
249280,33
251152,40
273601,57
232341,33
206441,22
206442,57
217761,24
266241,0
274911,33
249501,39
226642,33
210691,57
262260,57
232542,2
224402,14
285650,33
264022,33
243360,33
257382,57
299590,21
299591,38
282920,2
282921,56
282922,43
202560,0
253332,46
283280,2
283281,57
276170,1
296411,2
247910,57
275520,22
258801,57
258802,57
231692,20
243930,29
298172,57
216112,33
216111,57
273201,57
297911,33
270492,2
216100,8
216102,2
214892,28
272602,21
255400,57
220040,2
220042,33
209551,33
248920,36
257190,4
243070,57
280302,2
225430,56
221652,57
231632,2
249552,33
207620,2
258950,55
282222,57
290942,28
217911,33
253960,56
259861,57
291072,27
266762,1
202840,21
256012,48
258812,33
258861,27
299671,31
285730,2
285732,33
218170,57
207440,52
299472,2
254770,42
254772,53
239320,26
271881,2
297291,33
242251,33
284090,57
251360,33
287941,39
231170,2
231172,33
209602,33
289760,17
260230,3
209342,33
299562,35
221682,53
253080,57
227482,56
265031,57
282141,57
271642,1
269262,2
294002,2
276351,57
224532,2
275731,2
279361,57
226340,20
226342,4
208372,33
240142,22
233981,39
233982,33
236182,2
214181,57
222330,57
294951,33
216382,57
242850,3
211381,33
254632,41
212241,21
257860,2
269451,33
274980,2
201260,14
286621,33
270071,34
214770,57
248570,57
247641,39
250912,57
250910,53
262112,57
215221,33
206270,18
294321,33
293011,13
284850,13
226061,33
235181,57
271401,57
279231,57
258540,57
283831,53
212850,57
261872,57
230921,33
238312,8
267591,1
235880,4
248411,39
248412,40
263180,50
270180,1
283192,57
222411,2
262882,57
214720,1
211460,33
213572,39
260490,43
260491,33
284891,22
279972,33
244080,38
240132,57
275792,18
252772,33
288521,33
294870,57
230592,37
264391,57
254342,3
248750,57
230322,33
291272,2
291271,17
295410,38
249120,26
232211,57
208832,28
208831,57
299912,38
215832,2
268200,57
221051,1
241210,33
243381,1
243382,2
242652,43
246152,33
280751,33
251010,10
276561,1
255552,53
230450,33
233751,33
296381,3
247761,43
267520,57
297161,33
255261,57
267251,57
213140,33
256700,33
283000,57
283001,3
268820,57
291962,13
266470,57
280852,57
223952,57
257251,33
298050,57
258931,5
205922,57
245891,21
211932,33
293630,57
296491,40
260261,33
237371,5
249350,33
278871,33
276380,33
230830,2
230831,57
288011,17
254842,33
279431,45
266402,2
299681,33
257032,6
257030,57
257031,6
263211,30
263212,57
299840,2
257802,3
220592,53
217361,3
217362,53
272850,57
235670,33
256741,2
215212,2
270711,57
295112,48
208452,57
299870,21
283041,27
263050,33
248370,30
229762,39
261182,56
251972,21
200960,33
254660,33
291490,57
254071,53
228310,34
234100,57
236971,57
249832,55
281801,2
217031,38
236840,46
236842,53
210731,33
274110,17
248172,33
247140,33
233851,2
258551,33
211122,33
202741,33
280941,3
241832,18
253350,57
247651,3
225362,11
272022,2
294072,2
259832,53
259830,22
259831,54
220151,2
219950,2
275701,53
258320,39
260931,57
274280,33
237272,57
279860,39
284542,33
224810,50
222070,57
286691,42
232691,33
222762,33
245132,57
276211,57
245100,53
270691,22
291471,45
229702,57
247301,57
282672,1
232810,30
267202,57
250131,2
230611,14
238330,33
278892,57
245322,33
248992,53
224410,57
224411,57
281710,57
204571,56
278051,57
224851,57
275230,33
275231,25
272252,27
216870,57
227222,33
234941,13
285952,3
235772,22
283872,43
283570,48
283571,57
232990,57
242711,25
232161,57
283261,33
220730,21
281852,33
235160,46
262012,30
299192,2
287582,33
241880,56
228580,33
248090,33
225400,27
207800,13
245210,19
259821,33
246471,33
290322,57
200151,38
209531,57
209532,33
226902,2
202952,57
254642,33
225211,4
254010,54
254012,17
290982,21
203140,2
289162,2
236691,44
220810,57
277260,50
230060,57
200861,33
226230,3
222170,55
268042,1
282690,1
202511,3
276330,55
276331,22
288491,0
290491,57
276460,33
246051,1
294390,29
294391,57
238211,33
272302,57
234600,44
287421,57
200220,57
222890,48
242401,1
219090,57
201711,33
221660,34
240801,57
206301,2
282352,13
200750,16
254962,57
272141,33
272142,28
226680,57
223732,33
263751,57
240011,2
210862,57
227170,22
227171,3
267822,5
293880,4
266991,44
279242,57
287260,22
299221,57
225770,9
292340,33
248220,2
236530,44
245261,33
291550,2
204611,57
281830,57
281831,57
206921,33
252620,33
299731,44
206640,57
224100,53
274070,15
260700,11
260701,57
214631,1
223602,53
255830,57
216600,57
216601,18
206932,57
209480,57
261342,39
242490,1
258592,33
258591,30
278791,49
265082,2
210041,33
218700,2
218702,2
283591,33
220251,2
256722,2
279891,57
277201,45
290391,40
294660,8
264720,1
236142,57
226110,22
287310,57
295300,30
262152,14
247870,28
216622,33
262430,3
262431,57
214010,33
244051,56
253971,57
265132,33
231671,2
285570,1
234861,33
220070,57
246121,33
299762,33
230350,33
251110,57
285812,57
216121,28
207060,51
236952,57
225311,33
232611,33
283920,33
283922,57
247310,2
258782,57
294040,57
281420,3
204972,27
263122,1
296592,31
234512,57
255162,22
211442,57
208352,33
206151,39
240512,33
216020,21
268130,57
221670,2
212501,57
254810,57
272470,33
272471,33
224981,30
252690,56
243292,57
213360,40
288730,33
247690,39
215302,49
292872,33
203011,4
209032,2
209031,33
203852,2
235552,57
264301,44
270231,43
283011,33
226102,57
220140,9
275011,17
264821,33
218751,57
265920,33
201612,57
246210,33
265350,57
279481,17
261091,45
229081,57
278670,57
245970,57
245971,13
200641,57
273592,43
273590,21
283742,57
246880,1
288161,15
286641,1
250672,45
259492,33
272550,47
245300,14
256321,56
286341,33
244031,2
224222,57
276692,54
234362,13
297590,6
213900,43
221560,57
273972,2
257181,33
297761,43
279851,41
279852,33
243320,2
235442,57
242772,33
266780,33
266781,2
215250,57
285490,41
298352,49
214352,2
288471,0
252502,10
261930,22
277021,33
241021,44
213292,11
292740,39
292742,57
226951,17
268951,56
249082,22
245400,28
294361,57
203451,21
217221,33
297410,2
231492,33
207560,52
279421,56
225640,1
286982,33
299700,57
211771,20
280442,33
232961,2
211081,57
222442,2
287461,11
270770,57
291980,53
213201,21
267062,17
212152,1
260432,22
273010,57
233331,4
231141,1
281051,30
254091,1
269792,57
231620,28
234230,36
215932,57
282032,57
276740,57
223710,28
283412,1
278772,3
240270,33
264310,33
238432,33
251961,33
251962,37
217820,20
259300,5
270660,4
229460,4
210712,39
209560,53
219402,57
293661,57
278741,29
284520,57
278590,33
221832,57
221830,45
271531,33
213972,2
246090,37
221841,57
217841,8
272430,57
247732,56
260712,11
260710,3
260711,43
222090,33
252602,24
230702,1
289971,57
202382,31
225231,0
268240,33
253511,8
278081,0
294841,57
236831,2
254441,2
246660,39
295142,39
263402,39
272541,33
270311,57
219110,18
282001,57
213710,57
248420,1
256851,57
284362,17
247241,38
221172,57
284480,57
287372,33
241742,57
221292,2
267770,12
268712,11
268710,2
221721,33
213002,57
253832,2
234932,25
299530,57
252940,57
235581,1
235582,57
231891,33
281312,57
281311,33
256610,33
295431,57
204590,22
286860,4
294671,31
217372,2
269430,13
269431,33
270932,39
246292,2
279450,57
265411,2
225011,30
274002,33
200092,33
299520,20
202220,57
237180,57
200742,43
272802,3
264942,57
244670,57
238851,57
260841,33
297990,57
208650,53
266072,57
263860,57
212382,57
285930,33
279402,33
247992,57
206192,4
206190,53
228472,57
257581,33
205960,46
270351,33
219620,39
279952,53
281360,2
261042,57
208300,57
208301,1
291881,21
282791,22
259461,57
259462,57
213090,56
223050,33
250170,39
216572,1
223271,33
268250,57
217412,57
225411,1
225412,57
273630,33
287021,33
224682,1
213621,57
292090,56
292091,39
248281,12
216170,21
271192,27
271191,57
286090,57
286091,21
224771,48
262210,22
259271,33
263831,36
207241,33
277470,33
213832,3
251882,50
273702,3
258790,2
261922,38
256350,48
269961,53
214730,36
201282,10
229811,21
224342,33
202541,33
228132,17
280700,2
207611,1
257100,33
253592,57
253591,3
297550,57
243172,33
272281,35
244312,39
231480,57
202451,30
255132,2
272312,33
234731,57
234732,57
288752,33
263022,16
218110,57
250970,2
282281,33
299061,1
298201,26
209192,57
263711,39
290021,57
260600,33
251140,33
288710,1
237532,28
298012,33
229912,40
220201,57
272342,57
229522,40
269942,57
226712,57
278681,46
210332,21
204382,33
229211,57
292662,3
227001,53
272092,57
293400,2
292510,57
216630,46
217201,2
285942,33
203580,31
280220,22
283300,1
221571,57
208542,57
208941,8
266820,2
210132,4
211611,57
244340,14
217961,33
253572,57
225000,1
279672,20
218901,44
246772,33
292970,18
264462,11
299040,44
258382,33
296101,3
210890,27
258582,57
233710,54
233711,33
283760,29
283761,18
289842,57
260610,16
231950,49
201300,57
201301,44
274100,33
214561,40
206380,11
270801,53
249560,2
247830,11
235940,33
230101,0
250112,57
289002,57
215042,33
262461,13
281011,3
227952,21
201460,41
296432,57
296430,33
296431,33
255941,57
287111,57
269301,57
221032,57
239700,57
239701,2
207680,57
210541,33
287540,22
296790,57
214241,57
216560,24
240190,48
224282,22
231502,1
216042,2
273261,33
